(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,lukas.birkenmaier@gesis.org,labeled_at,general notes (lukas.birkenmaier@gesis.org),population notes (lukas.birkenmaier@gesis.org),intervention/comparator notes (lukas.birkenmaier@gesis.org),outcome notes (lukas.birkenmaier@gesis.org)
33937570,352,WOS:000648922900004,,"This study examines the interpreter role among students who serve as interpreters in a community health clinic system in the Midwestern USA as part of a community health-themed service-learning course for advanced Spanish students. Drawing on Positioning Theory (), I consider the ways in which three second language learners and three heritage speakers who participated in the program describe their roles as interpreters with reference to the Code of Ethics, negotiate their roles with the medical students and doctors also serving at the clinic, and make sense of moments in which they chose to advocate for the patients, or otherwise provide assistance to them, beyond interpreting. Each student encountered different types of challenges that reflected their individual backgrounds and experiences, and these challenges led to reflection, learning, and new perspectives on their roles in providing patient care. The article problematizes the role of bilingual student interpreters in community health programs and offers recommendations for preparing students to provide the highest possible quality of healthcare for speakers of minoritized languages.
",Making Sense of the Interpreter Role in a Healthcare Service-learning Program,Appl. Lingusit,,,o,,-1,27/06/2022 13:35,,,,
33937571,184,WOS:000437428100003,,"Although anonymity is a central feature of liberal democracies-not only in the secret ballot, but also in campaign funding, publishing political texts, masked protests, and graffiti-it has so far not been conceptually grounded in democratic theory. Rather, it is treated as a self-explanatory concept related to privacy. To overcome this omission, this article develops a complex understanding of anonymity in the context of democratic theory. Drawing upon the diverse literature on anonymity in political participation, it explains anonymity as a highly context-dependent identity performance expressing private sentiments in the public sphere. The contradictory character of its core elements-identity negation and identity creation-results in three sets of contradictory freedoms. Anonymity affords (a) inclusion and exclusion, (b) subversion and submission, and (c) honesty and deception. This contradictory character of anonymity's affordances illustrates the ambiguous role of anonymity in democracy.
",Anonymity and Democracy: Absence as Presence in the Public Sphere,Am. Polit. Sci. Rev.,,,o,,-1,27/06/2022 13:35,,,,
33937572,28,WOS:000670793300008,,"Social media offer an unprecedented opportunity for companies to interact more closely with customers and market their products and services. But social media also present reputational risks as negative word-of-mouth can spread more quickly and widely through these platforms than ever before. This study investigates how companies respond to customer complaints on Twitter. We propose an innovative mixed methods approach (i) to identify the key features that mark the styles used by a sample of companies in their replies to customers and (ii) to determine the most effective strategies for responding to complaints. Our results reveal that an affective style, expressed through devices such as stance markers, emphatics, and amplifiers, elicits the most positive response from complainants, regardless of the formality of the message. The study advances our understanding of the features and effects of corporate social media discourse. It also provides business communication practitioners with linguistically grounded insights that can inform the development of appropriate strategies for dealing with negative word-of-mouth online.
",Responding Effectively to Customer Feedback on Twitter: A Mixed Methods Study of Webcare Styles,Appl. Lingusit,,,o,,1,27/06/2022 13:35,,,,
33937573,379,WOS:000590460000007,,"Climate change is one of the greatest ecological and social challenges of the twenty-first century. Sociologists have made important contributions to our knowledge of the human drivers of contemporary climate change, including better understanding of the effects of social structure and political economy on national greenhouse gas emissions, the interplay of power and politics in the corporate sector and in policy systems, and the factors that influence individual actions by citizens and consumers. Sociology is also poised to make important contributions to the study of climate justice across multiple lines of stratification, including race, class, gender, indigenous identity, sexuality and queerness, and disability, and to articulate the effects of climate change on our relationship to nonhuman species. To realize its potential to contribute to the societal discourse on climate change, sociology must become theoretically integrated, engage with other disciplines, and remain concerned with issues related to environmental and climate inequalities.
",Climate Change and Society,Annu. Rev. Sociol.,,,o,,-1,27/06/2022 13:35,,,,
33937574,342,WOS:000702146400002,,"Recent studies on English-Medium-Instruction (EMI) classroom interaction have begun to look at the role of translanguaging as a pedagogical practice in supporting participants to exploit multilingual and multimodal resources to facilitate content teaching and learning. The present study contributes to this growing body of literature by focusing on playful talk in multiple languages and modalities in EMI mathematics classrooms in a secondary school in Hong Kong. Based on the data collected from a linguistic ethnography, we analyze how the teacher constructs playful talk in order to achieve various pedagogical goals including building rapport, facilitating content explanation and promoting meaningful communication with students. The analysis demonstrates that translanguaging appears to be a critical resource and that several social factors, including the teacher's personal belief, history, sociocultural, and pedagogical knowledge, play a role in constructing playful talk. The playful talk transforms the classroom into a translanguaging space, which in turn allows the teacher and students to perform a range of creative acts and experiment with a variety of voices to facilitate the meaning making and knowledge construction processes.
",Constructing Playful Talk through Translanguaging in English Medium Instruction Mathematics Classrooms,Appl. Lingusit,,,o,,-1,27/06/2022 13:35,,,,
33937575,259,WOS:000463810000006,,"Conversation-for-learning (Kasper and Kim 2015) is a pedagogical arrangement set up with a view to maximizing the potential benefit of interaction for language learning. As participants for conversation-for-learning are recruited for their relative expertise in the target languages, the talk is often characterized by asymmetries in knowledge and language expertise. Based on sequential analysis of how the knowledge asymmetries are brought to the fore of interaction and how they are subsequently dealt with, the current study illustrates how learning opportunities are generated in conversation-for-learning, that is, by collaborative achievement of definition sequences (Markee 1994). Interaction provides an observable space where interactional practices deployed by the participants to achieve and maintain intersubjectivity can be observed and appropriated. The study contributes to our understanding of language learning as a social practice as it shows that the methods and devices that underlie and enable human sociality constitute the cornerstones of what makes language learning happen in interaction.
","'What is Stoyr-Steruh Type?': Knowledge Asymmetry, Intersubjectivity, and Learning Opportunities in Conversation-for-Learning",Appl. Lingusit,,,o,,-1,27/06/2022 13:35,,,,
33937576,472,WOS:000376010900001,,"Most of my work focused on the functioning and the limits of democracy. I place the evolution of our understanding of this bewildering institution in the context of historical events and consider the challenges posed by its current critics. I also reflect on methods, arguing that game theory is the natural language of the social sciences. These ruminations add up to a research agenda.
",Democracy: A Never-Ending Quest,Annu. Rev. Polit. Sci.,,,o,,-1,27/06/2022 13:36,,,,
33937577,206,WOS:000737940100001,,"How do political actors forge social solidarity across preexisting axes of social difference? This article investigates how political elites undertaking projects of political articulation-understood as linking together diverse constituencies to create integrated political blocs-contend with preexisting cultural constraints embedded in the social fabric. I do so by tracing how the post-1959 Cuban regime attempted to build a population-wide revolutionary identity despite persisting cultural understandings of women primarily as apolitical housewives. Through systematic analysis of a large corpus of state discourse in the form of speeches and women's magazines, I show how regime leaders negotiated, with varying degrees of success over time, the cultural constraints that gender posed to their unifying project. Ultimately, the regime's initiatives to politicize women through including them in mass campaigns and radicalizing their traditional household tasks were relatively successful, but cultural backlash against women's increasing presence in the labor force prompted the institutionalization of a gendered division of labor in the economy that traditionalized their initially radical entry into the workplace. Analyzing how political elites confront and manage social differences within political blocs promises to contribute to a better understanding of the political production of social solidarity and its downstream effects on categorical inequalities.
","Articulating the Pueblo Cubano: Women's Politicization and Productivity in Revolutionary Cuba, 1959 to 1969",Am. Sociol. Rev.,,,o,,-1,27/06/2022 13:36,,,,
33937578,296,WOS:000386018700006,,"When, in homestays abroad, mealtime is understood as key to the maintenance and development of family identity and involves routine gathering for nourishment and convivial talk, students attribute much of their language learning to these events. In this project, we adopt a microgenetic approach to the study of mealtime discourse as a learning opportunity for three American high school students of varying proficiency in Chinese and their Chinese hosts. Specifically, analysis of contextualized language practices at mealtime reveals the qualities of these interactions for learning Chinese and American culinary practices, related language, and associated ideologies. Our findings suggest that even short-term homestays can be particularly rich environments for language learning as hosts and students explore divergent views on the aesthetic, moral, and health-related dimensions of eating.
",Contextualized Language Practices as Sites for Learning: Mealtime Talk in Short-Term Chinese Homestays,Appl. Lingusit,,,o,,-1,27/06/2022 13:36,,,,
33937579,217,WOS:000744560000005,,"This ethnographic study considers how Black womxn audiences collectively negotiated the politics of respectability in the movie theater, anecdotally referred to as cinema etiquette, in showings of the film Girls Trip. Data were collected in two local theaters in a Northeastern city using field interviews, follow-up telephone interviews, and participant observation. Findings revealed that Black womxn audiences (from various age groups) embodied an intersectional resistance discourse of disrespectability ( Cooper, 2012, 2017, 2018) through their (non)verbal behaviors and an ecology of the senses (i.e., sight and sound) that were situated at the intersection of ratchetness, playfulness, and informality. In doing so, they created a 'homeplace,' making an otherwise uncomfortable and highly regulated public space suitable for their collective spectatorship of the film. We argue that Black womxn's embodiment of ratchetness is not necessarily a unidimensional endeavor, but rather an ever-evolving, multifaceted resource that enables Black womxn to reach political and pleasurable ends.
",Transfiguring Theaters for Disrespectable Leisure: An Ethnography on Black Womxn's Ratchet Performances in Movie Showings of Girls Trip,J. Commun.,,,o,,-1,27/06/2022 13:36,,,,
33937580,77,WOS:000569085000005,,"Scholars have shown that time shapes journalism practices and news narratives. Yet the dynamics of time have received insufficient scholarly attention. In this study, I focus on how temporal plasticity-the dynamic employment of time-affects the construction of meaning in news media and social media. I draw empirical evidence from a cross-media computational text analysis of TV news and Twitter discourse in the 2016 American election. The study uncovers the dynamic utilization of time and its impact on the democratic meaning of the 2016 election (or the lack thereof) before, during, and after the election in 'old' and 'new' media. I find that a chronological temporal discourse on Twitter facilitates democratic meaning after the election, while a fragmented temporal discourse on the news media undermines the democratic meaning of the election. The results are discussed in light of the democratic role of 'old' and 'new' media.
",Time and Meaning-Making in the 'Hybrid' Media: Evidence From the 2016 US Election,J. Commun.,,,o,,1,27/06/2022 13:37,,,,
33937581,473,WOS:000368288900010,,"Visuals in news media help define, or frame issues, but less is known about how they influence opinions and behavior. The authors use an experiment to present image and text exemplars of frames from war and conflict news in isolation and in image-text congruent and incongruent pairs. Results show that, when presented alone, images generate stronger framing effects on opinions and behavioral intentions than text. When images and text are presented together, as in a typical news report, the frame carried by the text influences opinions regardless of the accompanying image, whereas the frame carried by the image drives behavioral intentions irrespective of the linked text. These effects are explained by the salience enhancing and emotional consequences of visuals.
",A Clearer Picture: The Contribution of Visuals and Text to Framing Effects,J. Commun.,,,o,,-1,27/06/2022 13:37,,,,
33937582,468,WOS:000387223900007,,"This article explores De Correspondent as a specific example of slow journalism that aims to establish an alternative for quality journalism governed by the objectivity regime. It offers an analysis of the way the platform redefines journalism's quality standards against the background of the tension between traditional modernistic claims to truth and competing postmodern ideas on the social construction of knowledge. Moreover, the article examines how these ideals are translated into journalistic texts. The article argues that both in its rhetoric and in its actual practice, the articles in De Correspondent deviate from the principles of quality journalism under the objectivity regime. They are structured around the mediating subjectivity of the journalists and are thus openly subjective. Yet, they also draw on empirical research and scientific knowledge. Moreover, they are transparent about the reporting process, which through their reflection becomes an integral part of the story itself. Thus, being transparent about their combination of different forms of knowledge, rooted in more traditional rational-positivistic inquiry as well as in personal experience and emotion, they try to reconcile the tension between the modernist and postmodernist claims to truth.
",TIME TO ENGAGE De Correspondent's redefinition of journalistic quality,Digit. Journal.,,,o,,-1,27/06/2022 13:37,,,,
33937583,429,WOS:000438910400002,,"A number of social, technological, and economic shifts over the past two decades have led to the proliferation of audience analytics and metrics in journalism. This article contends that we are witnessing a third wave toward the rationalization of audience understanding and distinguishes between audience analytics (systems that capture information) and audience metrics (quantified measures output by those systems). The body of literature on analytics and metrics in the context of news production is then synthesized across the ABCDE of news production: attitudes, behaviors, content, discourse, and ethics. That synthesis leads to an overarching conclusion that while contemporary journalism is not being driven by quantified audiences, both audiences and quantification are playing far more prominent roles in news production than in the past. Scholars and practitioners have also become less pessimistic about analytics and metrics over time, recognizing more nuanced effects and prosocial possibilities. Finally, important gaps in the literature are identified and new research directions proposed to help address them.
",QUANTIFIED AUDIENCES IN NEWS PRODUCTION A synthesis and research agenda,Digit. Journal.,,,o,,-1,27/06/2022 13:37,,,,
33937584,121,WOS:000569495000005,,"Supervised machine learning methods are increasingly employed in political science. Such models require costly manual labeling of documents. In this paper, we introduce active learning, a framework in which data to be labeled by human coders are not chosen at random but rather targeted in such a way that the required amount of data to train a machine learning model can be minimized. We study the benefits of active learning using text data examples. We perform simulation studies that illustrate conditions where active learning can reduce the cost of labeling text data. We perform these simulations on three corpora that vary in size, document length, and domain. We find that in cases where the document class of interest is not balanced, researchers can label a fraction of the documents one would need using random sampling (or 'passive' learning) to achieve equally performing classifiers. We further investigate how varying levels of intercoder reliability affect the active learning procedures and find that even with low reliability, active learning performs more efficiently than does random sampling.
",Active Learning Approaches for Labeling Text: Review and Assessment of the Performance of Active Learning Approaches,Polit. Anal.,,,o,,1,27/06/2022 13:37,,,,
33937585,153,WOS:000490409800001,,"Government perpetrated attacks against independent media, ranging from journalists? imprisonment to verbal attacks against outlets, carry an adverse effect for freedoms in democracies. Verbal attacks specifically provide leaders with a low-cost, easy to execute tool to delegitimize critical media. In this paper we present a theoretical contribution on when leaders in unconsolidated democracies verbally attack the media. Furthermore, we propose a way to quantitatively measure such attacks. Focusing on unconsolidated democracies, we argue that verbal attacks against independent media will increase when leaders face non-institutional ouster attempts like major protests and coups due to two reasons: 1) the surprise nature of these events, and 2) their disconnect to fully democratic means of staying in power. Our analysis examines verbal attacks on independent media by former Venezuelan president Hugo Ch?vez. We code 385 airings of Ch?vez?s weekly program Al? Presidente, from May 1999 to January 2012, counting verbal attacks against independent media. Using a Box-Tiao intervention model, we find Ch?vez?s verbal attacks against independent media significantly increased during non-institutional ouster efforts, such as major protests and the 2002 coup attempt. These findings show the degree to which elected leaders will go to discredit uncomfortable media outlets in unconsolidated democracies during uncertain political events.
",The Media Smells like Sulfur!!! Leaders and Verbal Attacks against the Fourth Estate in Unconsolidated Democracies,Polit. Commun.,,,o,,-1,27/06/2022 13:38,,,,
33937586,260,WOS:000462549100006,,"This study investigates if participation in mother tongue instruction (henceforth MTI) impacts the biliteracy proficiency of young bilinguals, drawing on examples from Somali-Swedish bilinguals and Somali MTI in a Swedish school context. In the study, biliteracy was operationalized as reading proficiency and vocabulary knowledge in two languages, which was tested with measures of word decoding, reading comprehension, and vocabulary breadth and depth. The study was designed to allow for cross-sectional, longitudinal, and cross-linguistic analyses of data. Overall, the results showed that participation in MTI contributed positively to participants' results on Somali reading comprehension, beyond the influence of chronological age, age of arrival, and reported home language and literacy use. Furthermore, higher results in Somali were associated with higher results on the same measures in Swedish, in particular for the reading measures. In sum, the results indicate that MTI has an impact on some aspects of literacy proficiency in the mother tongue, despite the restricted time allocated for it (<1 h/week). They also indicate that MTI, albeit indirectly, may benefit the stated proficiencies in the language of schooling.
",The Impact of Mother Tongue Instruction on the Development of Biliteracy: Evidence from Somali-Swedish Bilinguals,Appl. Lingusit,,,o,,-1,27/06/2022 13:38,,,,
33937587,29,WOS:000351918200005,,"We demonstrate that social media data represent a useful resource for testing models of legislative and individual-level political behavior and attitudes. First, we develop a model to estimate the ideology of politicians and their supporters using social media data on individual citizens' endorsements of political figures. Our measure allows us to place politicians and more than 6 million citizens who are active in social media on the same metric. We validate the ideological estimates that result from the scaling process by showing they correlate highly with existing measures of ideology from Congress, and with individual-level self-reported political views. Finally, we use these measures to study the relationship between ideology and age, social relationships and ideology, and the relationship between friend ideology and turnout.
",Quantifying Social Media's Political Space: Estimating Ideology from Publicly Revealed Preferences on Facebook,Am. Polit. Sci. Rev.,,,o,,1,27/06/2022 13:38,,,,
33937588,142,WOS:000678562100014,,"Research has shown that emotions matter in politics, but we know less about when and why politicians use emotive rhetoric in the legislative arena. This article argues that emotive rhetoric is one of the tools politicians can use strategically to appeal to voters. Consequently, we expect that legislators are more likely to use emotive rhetoric in debates that have a large general audience. Our analysis covers two million parliamentary speeches held in the UK House of Commons and the Irish Parliament. We use a dictionary-based method to measure emotive rhetoric, combining the Affective Norms for English Words dictionary with word-embedding techniques to create a domain-specific dictionary. We show that emotive rhetoric is more pronounced in high-profile legislative debates, such as Prime Minister's Questions. These findings contribute to the study of legislative speech and political representation by suggesting that emotive rhetoric is used by legislators to appeal directly to voters.
",Playing to the Gallery: Emotive Rhetoric in Parliaments,Am. Polit. Sci. Rev.,,,o,,1,27/06/2022 13:38,,,,
33937589,202,WOS:000755766500001,,"The aim of the study was to find out to what extent low socio-economic status (SES) children enrolled in government-run primary schools in Hyderabad are ready to receive instruction through the medium of English (English medium instruction [EMI]). To this end we investigated children's oral vocabulary skills, the lexical complexity of their textbooks, as well as the amount of English input they receive in class. A subsample of 90 children from primary school Grades 4 and 5 who opted to carry out a story retelling task in English rather than in Telugu took part in the study. Results reveal that the children's oral vocabulary levels are far below the levels required to read the textbook materials. The lexical diversity of the children's stories as analysed with the Index of Guiraud was also a significant predictor of their reading comprehension scores. We conclude that children from low-SES enrolled in government schools are not ready for EMI, and call for further investigation into the levels of English vocabulary knowledge that are needed for EMI.
","How Ready Are Indian Primary School Children for English Medium Instruction? An Analysis of the Relationship between the Reading Skills of Low-SES Children, Their Oral Vocabulary and English Input in the Classroom in Government Schools in India",Appl. Lingusit,,,o,,-1,27/06/2022 13:38,,,,
33937590,125,WOS:000779558200001,,"One of the main challenges in comparative studies on populism concerns its temporal and spatial measurements within and between a large number of parties and countries. Textual analysis has proved useful for these purposes, and automated methods can further improve research in this direction. Here, we propose a method to derive a score of parties' levels of populism using supervised machine learning to perform textual analysis on national manifestos. We illustrate the advantages of our approach, which allows for measuring populism for a vast number of parties and countries without resource-intensive human-coding processes and provides accurate, updated information for temporal and spatial comparisons of populism. Furthermore, our method allows for obtaining a continuous score of populism, which ensures more fine-grained analyses of the party landscape while reducing the risk of arbitrary classifications. To illustrate the potential contribution of this score, we use it as a proxy for parties' levels of populism, analyzing average trends in six European countries from the early 2000s for nearly two decades.
",How Populist are Parties? Measuring Degrees of Populism in Party Manifestos Using Supervised Machine Learning,Polit. Anal.,,,o,,1,27/06/2022 13:38,,,,
33937591,275,WOS:000429151900007,,"Journalism in general-Anglo-American journalism in particular-has undergone a number of profound changes within and outside the newsroom. This paper explores whether these changes have weakened the basis of journalistic legitimacy, or have offered new grounds for journalistic legitimacy, and, in each case, to what extent. It is argued that a number of factors, including the financial difficulties of news media, the decentralisation of public communication as facilitated by the internet, the dual dilemmas faced by both objective and partisan journalism, and the belligerent public discourse about journalism are delegitimising journalism. However, the legitimatisation of journalism can be found in the efforts of news organisations-not only leading news organisations such as the Guardian and the New York Times but also regional and local ones such as the Trinity Mirror group and the Palm Beach Post-in adopting and possessing digital and technological tools and skills, and in defending their journalism. The relegitimation of journalism reiterates and reinforces the historically shaped essence of journalism that reflects a continuity of legacy journalism; and this is an organisational and occupational response to, and boundary defence against, the trend of delegitimation of journalism in the digital era.
",JOURNALISTIC LEGITIMACY REVISITED Collapse or revival in the digital age?,Digit. Journal.,,,o,,-1,27/06/2022 13:38,,,,
33937592,243,WOS:000528000400001,,"Checkpoints in the West Bank's Hebron Governorate represent Israel's ever-present power over Palestinian civilians. Drawing on 71 interviews conducted during the Intifada of Individuals (2015), this article inductively builds theory about the relationship between social isolation and different modalities of resistance. Rather than forcing civilians to comply with the state, checkpoint apparatus instead change the nature and texture of resistance. I suggest that checkpoints structure social connections for civilians on the ground. Checkpoint apparatus which inhibit social connection engender a feeling of hopelessness and foster support for individual, often violent, resistance. Where checkpoints isolate a community as a whole but did not disrupt within-community social connections, citizens maintain hope for the possibility of change, which facilitates a preference for collective resistance. This article identifies troubling consequences checkpoints have on civilians and highlights how oppressive state power can limit some modalities of resistance only to engender support for others.
",Social Isolation and Repertoires of Resistance,Am. Polit. Sci. Rev.,,,o,,-1,27/06/2022 13:38,,,,
33937593,346,WOS:000648923000007,,"The aim of this commentary is to discuss and promote discussion on some linguistic and pedagogical issues around the use of gender inclusive language, particularly the -e morpheme in plural forms, in Spanish. Its speakers are experiencing and becoming aware of language change in real time concerning the use of morphosyntactic choices that seek embrace gender equality, diversity, representation, and diversity. This language change impacts directly on formal education and educational administrators who are under pressure not only from different social actors but also from their own beliefs on whether they should promote, ignore, or mitigate the linguistic changes that society is producing through their situated practices. Against this background, to what extent are educational authorities professionally prepared to encourage academic discussions on inclusive language in education? How can applied linguists help? Having these questions as our Southern Cross, our commentary lies at the intersection of language change and educational authorities' professional knowledge.
",Inclusive Language in Spanish as Interpellation to Educational Authorities,Appl. Lingusit,,,o,,-1,27/06/2022 13:38,,,,
33937594,431,WOS:000417310600002,,"This article explores the fit between orthodox ideas about intercultural language education and situations of acute insecurity. It describes the teaching of Turkish to Greek-Cypriots, introduced in 2003 by the Republic of Cyprus as part of a de-securitization policy. Although these classes were optional, many students regarded Turks as enemies, and after documenting hostility itself as one motive for learning Turkish, we describe three teaching strategies used to deal with the powerful emotions that Turkish evoked: (i) focusing on the language as a code, shorn of any cultural association; (ii) treating it as a local language; and (iii) presenting it as a contemporary international language in a cosmopolitan ambience that potentially transcended the island-specific conflict. In this way, the Cypriot case calls mainstream language teaching assumptions into question: exclusively grammar-focused pedagogies display acute cultural sensitivity, and images of language in a globalized world look radical and innovative. For intercultural language education more generally, it is the combination of institutionalised language learning as a distinct cultural activity with the ideological plasticity of language itself that seems especially valuable.
","De-securitizing Turkish: Teaching the Language of a Former Enemy, and Intercultural Language Education",Appl. Lingusit,,,o,,-1,27/06/2022 13:38,,,,
33937595,93,WOS:000769669800001,,"Diversity is a crucial precondition for a democratic public discourse. In today's high-choice media environments, exposure to diverse news is largely determined by individuals' personal selection. Yet these decisions are increasingly shaped by online platforms, whose curation mechanisms may serve to expand or contract the diversity of encountered content. In a major extension of existing research, we show that positive short-term effects of platforms mask detrimental long-term effects. Drawing on a four-month tracking dataset and a comprehensive content analysis covering the online news consumption of over 10,000 German citizens, we demonstrate that even though short-term usage of platforms uniformly increases exposure diversity, long-term reliance can lead to decreases. In addition, platforms vary in their influences: News aggregators are beneficial to exposure diversity, while Twitter and search engines have a limiting effect; Facebook offers no significant influence.
",Mapping Exposure Diversity: The Divergent Effects of Algorithmic Curation on News Consumption,J. Commun.,,,o,,0,27/06/2022 13:39,,,,
33937596,408,WOS:000438711800003,,"Nearly all research on the political impact of Americans' religious and secular orientations assumes that such orientations are exogenous to politics. Using multiwave panel and experimental data, we find that religious and secular orientations are endogenous to political orientations. In other words, religion and secularism are a consequence as well as a cause of politics. In showing this, we make three major contributions. First, we conceptualize and measure secular orientations in a new way-not just as the absence of religion, but also as an affirmative secular identity and positive commitment to secular principles. Second, our panel and experimental data allow for the most definitive test to date of whether political orientations exert a causal effect on religious and secular orientations. Third, we isolate the conditions under which politics affects religious-secular perspectives, thus identifying the mechanism that underlies political orientations.
",Putting Politics First: The Impact of Politics on American Religious and Secular Orientations,Am. J. Polit. Sci.,,,o,,-1,27/06/2022 13:39,,,,
33937597,272,WOS:000438912000006,,"The ability to build boundaries, known as boundary work, is typically understood as being in the hands of major players, who keep out or begrudgingly admit interlopers. This article, based on a longitudinal case study of metajournalistic discourse around the Center for Public Integrity, one of the oldest and largest news nonprofits in the United States, finds the Center engaging instead in what I have called 'boundary evolution,' starting out self-consciously outside of journalism, and gradually working its way in. This insight helps us understand the power that marginal players wield in positioning themselves relative to larger participants. It also points to how players can evolve against the background of a changing ecology; in this case, the Center for Public Integrity came to see a place for itself in journalism only after funding cuts left news organizations hungry for quality, free content, and the digital environment normalized sharing.
","EVOLVING, RATHER THAN POLICING, THE BOUNDARY A case study of the development of the Center for Public Integrity",Digit. Journal.,,,o,,-1,27/06/2022 13:39,,,,
33937598,58,WOS:000376010900019,,"Recent work on the history of political thought, exploiting digital resources, is challenging the idea that empirically and hermeneutically minded political scientists must work independently in silos. Work by students of the Cambridge School and work by textual data miners are showing the way toward a new hermeneutical circle-one in which empirically and hermeneutically minded political scientists can use digital resources to analyze diverse texts and make groundbreaking discoveries on relationships between textual uses of language and political change. I analyze this new trend toward different sorts of political scientists using digital resources to study ideas, to outline underlying paradigms relating language and politics in these respective fields, and to consider how they could be brought into productive conversation. I then consider how such conversation would enrich subdisciplinary understandings of the role of language in politics. Ultimately, I use this analysis to generate a broader model for how empirically and hermeneutically inclined political scientists can benefit from collaboration in the age of digital humanities.
",Re-imagining the Cambridge School in the Age of Digital Humanities,Annu. Rev. Polit. Sci.,,,o,,-1,27/06/2022 13:40,,,,
33937599,52,WOS:000449503100014,,"Peace communication in media flows fosters civil discourse, emphasizes shared culture, values, collective well-being, and works for reduction in violence and conflict. This study addresses a gap in the literature on citizen-initiated peace communication in the context of interstate relations, conflict and public diplomacy, with a focus on the understudied case of media flows between India and Pakistan, two nuclear-armed nations embroiled in perpetual enmity since the 1947 Partition. Revolutions in ICTs led to a shift in the dominant media flow from top-down and statist to bottom-up, with horizontal media flows fostered by individuals and groups now on social media platforms that opened up space for civil discourse. Dozens of different online citizen groups promoting peace on Facebook, YouTube and other platforms lead to the conclusion that peace communication in cross-border media flows indeed may have the potential to result in peace dividends in the form of fostering civil communication in shared values, culture, and collective well-being.
",Peace Communication in Cross-border Media Flows,J. Commun.,,,o,,-1,27/06/2022 13:40,,,,
33937600,49,WOS:000528000400016,,"State interventions against organized criminal groups (OCGs) sometimes work to improve security, but often exacerbate violence. To understand why, this article offers a theory about criminal governance in five types of criminal regimes-Insurgent, Bandit, Symbiotic, Predatory, and Split. These differ according to whether criminal groups confront or collude with state actors, abuse or cooperate with the community, and hold a monopoly or contest territory with rival OCGs. Police interventions in these criminal regimes pose different challenges and are associated with markedly different local security outcomes. We provide evidence of this theory by using a multimethod research design combining quasi-experimental statistical analyses, automated text analysis, extensive qualitative research, and a large-N survey in the context of Rio de Janeiro's 'Pacifying Police Units' (UPPs), which sought to reclaim control of the favelas from criminal organizations.
","Killing in the Slums: Social Order, Criminal Governance, and Police Violence in Rio de Janeiro",Am. Polit. Sci. Rev.,,,o,,-1,27/06/2022 13:40,,,,
33937601,156,WOS:000398096600005,,"The focus of this paper is on characterizing patterns of language use in online auction sites (the 'e-marketplace'), with a specific focus on the language used in product descriptions listed on eBay. Through a corpus-based based analysis of a sub-corpus of a 6.3-million-word corpus of eBay data, the authors aim to gain a better understanding of variance in descriptions, depending on two key factors: seller experience and item condition (a high number of 'new' listings for a particular seller is likely to be a sign of a more experienced seller). This paper describes the methods and approaches used to construct the eBay corpus and provides a detailed analysis of a sub-corpus of data as a means of identifying some of the key transactional and interactional features found in this genre of discourse.
",I'm having a Spring Clear Out: A Corpus-based Analysis of e-transactional Discourse,Appl. Lingusit,,,o,,-1,27/06/2022 13:40,,,,
33937602,447,WOS:000395149700002,,"In this article, we examine gaze direction in responses to polar questions using both quantitative and conversation analytic (CA) methods. The data come from a novel corpus of conversations in which participants wore eye-tracking glasses to obtain direct measures of their eye movements. The results show that while most preferred responses are produced with gaze toward the questioner, most dispreferred responses are produced with gaze aversion. We further demonstrate that gaze aversion by respondents can occasion self-repair by questioners in the transition space between turns, indicating that the relationship between gaze direction and preference is more than a mere statistical association. We conclude that gaze direction in responses to polar questions functions as a signal of response preference. Data are in American, British, and Canadian English.
",Gaze Direction Signals Response Preference in Conversation,Res. Lang. Soc. Interact.,,,o,,-1,27/06/2022 13:40,,,,
33937603,380,WOS:000509538200004,,"With half the world now online, a handful of websites dominate globally. Yet little is known about the homogeneity or geographical distinctness of global web use patterns. Focusing beyond popular sites, we inquired into how and why countries are similar in their web use patterns, developing a framework drawing on the literatures on media globalization, as well as Internet geographies. To compute similarities in web use between countries, we utilized an algorithm that considered both ranking positions and overlap counts on ranked lists of the 100 most popular websites for 174 countries, totaling 6,252 unique websites. Findings from a network analysis and from regressions suggest that countries with similar languages and shared borders, as well as those vastly different in their Internet market sizes, tend to have similar web use patterns. Neither are countries particularly similar to the US in web use nor does the prevalence of English speakers have an influence.
",Mapping User-Centric Internet Geographies: How Similar are Countries in Their Web Use Patterns?,J. Commun.,,,o,,-1,27/06/2022 13:40,,,,
