Zeitstempel,title,These are the Authors,"Please scan the text. 
Does the study fulfil the eligibility criteria?
- Empirical Study
- Field of Political Communication
- Using Text as Data Method to operationalise a construct of interest 

You may come back to this question if you have started to fill in some fields as well",If no: Why is the study out of scope?,source,language,language_others,"Please name the target construct as described by the authors)
Note: Please use the exact wording of the authors, such as ""affective polarization"", ""semantic complexity"".
If there is more than one construct studied, please separate constructs by a comma (,)",construct_new,method_type,method_name,What is the outcome of the method?,Do you have any comments on the study design?,If yes: What are your comments on the study design?,Are steps of validation reported?,Is there a link to an Appendix/additional Materials/GitHub repository?,"
Is the data for the analysis accessible?",Is the code for the analysis accessible?,E-Mail-Adresse,id,doi,journal,year,n_validation,location,v1,v2,v3,v4
2022-09-12T15:17:35Z,"Role-based Association of Verbs, Actions, and Sentiments with Entities in Political Discourse","Fogel-Dror, Yair; Shenhav, Shaul R.; Sheafer, Tamir; Van Atteveldt, Wouter","Yes, Continue with Coding",NA,Newspaper,English,NA,sentiment oriented sentiment analysis,Sentiment/Emotion,Supervised: Part of Speech Tagging,"Lexicoder Sentiment Dictionary, role-based association method",NA,No,NA,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Role-based_Fogel-Dror,",10.1080/19312458.2018.1536973,Communication Methods and Measures,2019,4,c,"Two trained human coders classified each sentiment verb expression as associated with Israel, the PA, neither, or both (Krippendorf’s α = .8). Differences between coders were discussed to form a gold standard that was used to train and test the algorithm. At this point, for every verb, the dataset contained the gold standard and the four features. We split the dataset into a training set (60%), to be used by the learning version, and a test set (40%), and created two versions of the RBA method: rule-based and learning. The rule-based version was easier to implement and did not need the addition of manually coded examples to train the algorithm. It had two rules: (1) If the verb is active, associate the sentiment measured in the verb with entities found in the subject, and otherwise with entities found in the predicate. (2) If the verb is a direct referencing verb, reverse the association. To improve the accuracy of the method by fine-tuning the weights of the features inductively and allowing for further expansion of the method, we created a version of the method that replaces the two a priori rules with a learning algorithm. To this end, we used a Python implementation of a support vector machine with a linear kernel (Pedregosa et al., 2011). The algorithm was trained on the training set (N = 615 verbs).",Human annotated test set,External: Human Annotated Scores,Yes
2022-09-12T15:17:35Z,"Role-based Association of Verbs, Actions, and Sentiments with Entities in Political Discourse","Fogel-Dror, Yair; Shenhav, Shaul R.; Sheafer, Tamir; Van Atteveldt, Wouter","Yes, Continue with Coding",NA,Newspaper,English,NA,sentiment oriented sentiment analysis,Sentiment/Emotion,Supervised: Part of Speech Tagging,"Lexicoder Sentiment Dictionary, role-based association method",NA,No,NA,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Role-based_Fogel-Dror,",10.1080/19312458.2018.1536973,Communication Methods and Measures,2019,4,d,"As a remedy, we focused the manual validation on measuring negative sentiment only, following researchers who have found negativity to be clearer to measure (Haselmayer & Jenny, 2017; Soroka et al., 2015). We also instructed human coders to follow the perspective and assumptions of the lexicon. For example, as the sentiment lexicon did not assign different values to different expressions, we only measured the quantity of sentiments, and not their quality (e.g., murdering a person and injuring a person had similar negative weights). Two human coders were trained to code articles for sentiments expressed toward each entity—Israel and the PA on a three-level scale: 0 (no negative sentiment), 1 (low level of negative sentiment), and 2 (high level of negative sentiment—see the full coding instructions in Section C in the online Appendix). As we were interested in the bias toward one entity compared with that toward the other, we calculated the value of delta between the negative sentiments associated with Israel and the PA. The result was a five-point scale of negativity measure that spanned from −2 (PA was represented more negatively) to + 2 (Israel was represented more negatively). Intercoder reliability was no lower than Krippendorf’s α = .71.

Moving to the validation of the association method, this analysis provides further support for our main concerns regarding proximity-based approaches and supports our alternative method. First, we found support for our claim regarding discriminant validation, as 39% of all articles were scored with a non-zero negativity score, which means that sentiments associated with both entities were asymmetrical. This finding was even more convincing when articles containing no negative sentiment toward any entity were eliminated. From the remaining articles, 72% received a non-zero negativity score. Second, results at the week level show that while the two proximity methods of association (sentence and 10-word) were not significantly correlated with the manual analysis (in fact, the correlation was negative), the RBA method was positively and significantly correlated with it (Spearman’s ρ = .26, p < .05). Although modest (maybe because of the RBA’s focus on associations of verbs), this correlation supports the validity of the RBA method compared with the other two proximity methods of association considered. These findings show that associations formed by the RBA method are considerably more accurate at the expression level and more valid at the document level than those made by proximity methods.","Manual Validation to test for discriminant validity (using hand-coded data, but the goal here is to evaluate discriminant validity between their method and other methods)",Content Validation,No
2022-09-15T10:03:49Z,Clickbait for climate change: comparing emotions in headlines and full-texts and their engagement,"Xu, Zhan; Laffidy, Mary; Ellis, Lauren","Yes, Continue with Coding",NA,Newspaper,English,NA,Emotions,Sentiment/Emotion,Rule-based: Off-the-shelf dictionary,NRC Emotion Lexicon,NA,No,NA,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Clickbait_Xu,",10.1080/1369118X.2022.2050416,"Information, Communication & Society",2022,1,a,"Dictionary has demonstrated high validity when examining short texts such as tweets and SMS (Kiritchenko et al., 2014) as well as long texts such as novels (Mohammad, 2012). NRC NRC Emotion Lexicon identifies the intensity level that each word and phrase is associated with positively- or negatively- valenced emotions and eight discrete emotions including anger, anticipation, disgust, fear, joy, sadness, surprise, and trust (S. M. Mohammad & Turney, 2010)",reference to previous validation evidence,Content Validation,No
2022-11-07T11:37:38Z,"The Bully Pulpit, Social Media, and Public Opinion: A Big Data Approach","Michael, Gabriel; Agur, Colin","Yes, Continue with Coding",NA,Social Media: Twitter,English,NA,public opinion,Sentiment/Emotion,Supervised: Machine Learning,"support-vector machine (SVM),",NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"The_Michael,",10.1080/19331681.2018.1485604,Journal of Information Technology & Politics,2018,1,a,"Coders were provided with the full text of tweets, user biographies, the expanded URLs of any shortened URLs embedded in a tweet, the user’sTwitter handle, the user’s self-provided “real name,” the user’s self-provided user location, and the handles and real names of any other Twitter users mentioned in the tweet. For net neutrality tweets, coding was divided among three coders, each of whom was provided with 2,400 tweets to classify. Of these, 2,000 were randomly selected from the complete training set, and the remaining 400 were randomly selected from each other coder’s set to provide a way to assess inter-coder reliability. Coders were instructed to classify each tweet as either support or opposing net neutrality; in case where support or opposition was unclear, coders marked the tweets as unclassifiable. After excluding unclassifiable tweets and duplicates, the training set comprised 5,026 unique tweets, all either marked as support or opposing net neutrality. By excluding unclassifiable tweets and including non-randomly selected tweets

Applying a support-vector machine (SVM) classifier trained on the 5,729 manually coded tweets from Section 3.3 to these transformed meta-documents yielded five-fold cross-validated classification accuracies of 90–91% for both classes, which are acceptable considering our upper-bound of approximately 98%.18 We found that including bigrams (counts of pairs of words, rather than just single words) as features slightly improved classification accuracy, at a cost of greatly expanded feature space; however, since our primary goal is model performance rather than interpretability, we included these bigrams",manual coding,External: Human Annotated Scores,No
2022-11-14T14:19:00Z,Playing to the Gallery: Emotive Rhetoric in Parliaments,"Osnabrügge, Moritz; Hobolt, Sara B.; Rodon, Toni","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,emotive rhetoric,Sentiment/Emotion,Rule-based: Adjusted dictionary,combining the Affective Norms for English Words dictionary with word-embedding techniques to create a domain-specific dictionary.,NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Playing_Osnabrügge,",10.1017/S0003055421000356,American Political Science Review,2021,3,a,"Using the ANEW dictionary comes with several
advantages. First, the methodology for creating the
ratings has been validated and the dictionary is wellestablished in the scientific community (Bradley and
Lang 2017)",saying that the dictionary has been validated before,Unsure,Yes
2022-11-14T14:19:00Z,Playing to the Gallery: Emotive Rhetoric in Parliaments,"Osnabrügge, Moritz; Hobolt, Sara B.; Rodon, Toni","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,emotive rhetoric,Sentiment/Emotion,Rule-based: Adjusted dictionary,combining the Affective Norms for English Words dictionary with word-embedding techniques to create a domain-specific dictionary.,NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Playing_Osnabrügge,",10.1017/S0003055421000356,American Political Science Review,2021,3,b,"types of debates. To provide contextual reference
points, the two dotted vertical lines correspond to the
beginning of the Iraq war and the Brexit referendum—
two highly polarizing and emotive issues in the UK
Parliament. The figure illustrates that the level of
emotive rhetoric is highest for PMQs and the opening
day of the Queen’s Speech debate, in line with our
expectation.
",comparison with external events,Content Validation,Yes
2022-11-14T14:19:00Z,Playing to the Gallery: Emotive Rhetoric in Parliaments,"Osnabrügge, Moritz; Hobolt, Sara B.; Rodon, Toni","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,emotive rhetoric,Sentiment/Emotion,Rule-based: Adjusted dictionary,combining the Affective Norms for English Words dictionary with word-embedding techniques to create a domain-specific dictionary.,NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Playing_Osnabrügge,",10.1017/S0003055421000356,American Political Science Review,2021,3,c,"Figure A3 uses the standard ANEW dictionary, which we rescale to measure
emotive rhetoric (Bradley and Lang, 2017). The standard ANEW dictionary has
a scale from 1 to 9, where 1 refers to unpleasant/unhappy/negative and 9 to pleasant/happy/positive. A score of 5 means that the word is neutral. We create a scale
from 0 to 4, which captures the deviation from 5.
",comparison with other dictionary,External: Scores from other CATM,No
2022-11-17T15:39:58Z,"Stuck in a Nativist Spiral: Content, Selection, and Effects of Right-Wing Populists’ Communication on Facebook","Heiss, Raffael; Matthes, Jörg","Yes, Continue with Coding",NA,Social Media: Facebook,Others,German,anti-elitist sentiment,Sentiment/Emotion,"Rule-based: Off-the-shelf dictionary, Rule-based: Development dictionary",dictionary developed by Rooduijn and Pauwels (2011),NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Stuck_Heiss,",10.1080/10584609.2019.1661890,Political Communication,2020,1,a,"We validated
our approach by comparing the dictionary-based codes against hand-coded data.1 Despite
successful validation, misclassification was possible—for example, if left-wing parties
criticized other parties’ labeling of immigrants as “terrorists” or “criminals” in a political
post. Ultimately, anti-elitist references appeared in 5.19% of all posts, whereas antiimmigrant ones appeared in 2.31%",hand-coding,External: Human Annotated Scores,No
2022-11-17T17:11:17Z,Multilingual Sentiment Analysis: A New Approach to Measuring Conflict in Legislative Speeches: Multilingual Sentiment Analysis,"Proksch, Sven-Oliver; Lowe, Will; Wäckerle, Jens; Soroka, Stuart","Yes, Continue with Coding",NA,Party Politics: Legislative Documents,English,NA,Sentiment,Sentiment/Emotion,Rule-based: Adjusted dictionary,English-language Lexicoder Sentiment Dictionary,NA,No,NA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Multilingual_Proksch,",10.1111/lsq.12218,Legislative Studies Quarterly,2019,1,a,"The SOTEU 2010 corpus allows us to apply all dictionaries
using the official EP translations of the debate. Our gold standard of sentiment is a set of hand-coded estimates of the speeches.
Student coders were instructed to code the whole debate cut into
separate four-sentence paragraphs on a five-point scale ranging
from very negative to very positive, with the possibility of indicating that a paragraph was uncodable. All in all, this yielded
300 paragraphs, of which each coder had to code 200. Each paragraph was thus coded by two coders. The intercoder reliability
(Cohen’s Kappa) was 0.8; 23 paragraphs were deemed uncodable by at least one coder; and only two paragraphs could not be
coded by any coder. We took the average of the codings across the
paragraphs to get a sentiment estimate aggregated for the political group",hand-coding,External: Human Annotated Scores,No
2022-11-18T11:21:13Z,"If You Have Choices, Why Not Choose (and Share) All of Them? A Multiverse Approach to Understanding News Engagement on Social Media","Pipal, Christian; Song, Hyunjin; Boomgaarden, Hajo G.","Yes, Continue with Coding",NA,Newspaper,Others,"German, English, Spanish, Dutch",sentiment,Sentiment/Emotion,Rule-based: Off-the-shelf dictionary,"LIWC Linguistic Inquiry and Word Count dictionary, LSD Lexicoder sentiment dictionary, NRC emotion dictionary",NA,Yes,multiverse approach (showing all options),Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"If_Pipal,",10.1080/21670811.2022.2036623,Digital Journalism,2022,1,a,"Once the set of analytical decisions is defined, the second step is to run all the analyses.
This means that for each combination of choices one has to: (1) construct a dataset, (2)
specify a model, (3) estimate the model and extract the quantities of interest (e.g. coefficients and standard errors). While the first implementations of the multiverse approach
simply looped over different sets of variables,3 this quickly becomes tedious as the set
of analytical options gets more complex. In our example, for instance, we do not want
to include every combination of operationalizing sentiment and arousal. Instead, we
only want to include combinations that use the same dictionary, e.g. in all models
where the LSD dictionary is used to measure sentiment, we also want arousal to be
measured with the LSD dictionary. One can easily see how the inclusion of such control
flows makes a loop-based implementation cumbersome and prone to error.
In our implementation of this multiverse analysis, we use the R-package multiverse
(Sarma et al. 2021) to estimate the models and extract results",comparison of results with different dictionaries,External: Scores from other CATM,No
2022-11-25T16:37:29Z,State as Salesman: International Economic Engagement and Foreign News Coverage in China,"Ji, Chengyuan; Liu, Hanzhang","Yes, Continue with Coding",NA,Newspaper,Others,mandarin (not sure),sentiment,Sentiment/Emotion,Supervised: Machine Learning,"Naive Bayes, SVM, Multi-layer perceptron",NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"State_Ji,",10.1080/10584609.2021.1960451,Political Communication,2022,1,a,"To measure what sentiment a piece of news conveys, we adopt an audience-oriented
approach and employ supervised machine-learning techniques. To start, a sample of
2,000 news reports were randomly chosen from the corpus. Two research assistants
were recruited and trained as independent validators, whose task was to independently
classify each of the 2,000 news reports as positive, negative, or neutral, i.e., a multiclass classification with three categories. Their independent outputs were then compiled and compared; in instances where the two disagreed (i.e., approximately 1.5% of
the sample), we as authors made the final determination. The classification follows
a set of coding rules, among which three are particularly important: 1) news reports on
diplomatic visits by Chinese leaders abroad are coded as positive; 2) news reports
involving multiple countries, where the underlying sentiment for each is inconsistent,
are coded as neutral; and 3) action and behavior of international organizations, as
mentioned in a news story, should not affect the classification for individual countries
involved. Each of the 2,000 pieces of news was then coded with a value: −5 for
negative, 0 for neutral, and 5 for positive.
Using the manual coding results from the random sample, we test the performance of
four supervised machine learning methods, including Naive Bayes (Zhang, 2004), Support
Vector Machine (Wu et al., 2004), K-Nearest-Neighbor (Altman, 1992), and Multi-layer
Perceptron Classifier (MLPC) in neural networks (Cybenko, 1989; Rumelhart et al., 1986).
Based on the accuracy rates (see Table A2 in Appendix), we choose MLPC for its superior
performance to code the remaining body of news",hand-coding,External: Human Annotated Scores,No
2022-11-28T10:50:36Z,"The Validity of Sentiment Analysis: Comparing Manual Annotation, Crowd-Coding, Dictionary Approaches, and Machine Learning Algorithms","van Atteveldt, Wouter; van der Velden, Mariken A. C. G.; Boukes, Mark","Yes, Continue with Coding",NA,Newspaper,Others,Dutch,sentiment,Sentiment/Emotion,"Supervised: Machine Learning, Rule-based: Adjusted dictionary","Affective Norms for English Words (AFINN),Augmented General Inquirer4, dictionary from Hu and Liu, Loughran and McDonald Sentiment Word Lists",NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,The_van,10.1080/19312458.2020.1869198,Communication Methods and Measures,2021,3,a,"Table 2 shows the overall performance of all tested methods, listed as percentage agreement (acc),
Krippendorff’s α for ordinal measures, as well as the precision, recall, and F1 score for both positive,
neutral, and negative sentiment. These latter scores are given since they are the standard for performance evaluation in machine learning, but they also give more insight into the type of error made by an algorithm. For example, a dictionary with only a few very clear sentiment words can have high precision but low recall, meaning that when it identifies a document as positive or negative it is generally correct (precision), but that it misses a lot of the documents that were actually positive or negative (recall) because these documents did not contain the words in the dictionary. The F1 score is the harmonic mean between precision and recall and will generally be closest to the lower of the two scores. Since Krippendorff’s α is the most commonly used measure for the validity of text analysis in communication science, we will mostly report performance using that measure, but overall accuracy, α, and F1 scores show the same pattern for all cases.
Starting with the top rows of Table 2, manual coding (using undergraduate students) yields the best results, with both accuracy and alpha above .8. Particularly, using three different students as manual annotators in combination with a majority vote to determine the final sentiment of the sentence achieves the highest performance scores, although this is of course expensive for large scale projects.
A good second place is taken by crowd coding – rows 3 to 5 in Table 2. Using just one crowd coder already yields a reasonably good performance (α ≥ 0.75). This can be further improved by applying a majority vote decision when using multiple crowd coders (an increase to α ≥ 0.8).
Moving from manual annotation to the realm where “computers do the work”, Table 2 demon
strates that machine learning performs worse than both students’ manual coding and crowd coding. Reaching α = 0.50 for deep learning (CNN) and slightly worse for classical machine learning (SVM; α = 0.41, NB; α = 0.40), machine learning still performs significantly better than chance. However, since these results are lower than generally accepted levels of inter-coder reliability, these models cannot directly be used for substantive analyses.",hand-coding,External: Human Annotated Scores,Yes
2022-11-28T10:50:36Z,"The Validity of Sentiment Analysis: Comparing Manual Annotation, Crowd-Coding, Dictionary Approaches, and Machine Learning Algorithms","van Atteveldt, Wouter; van der Velden, Mariken A. C. G.; Boukes, Mark","Yes, Continue with Coding",NA,Newspaper,Others,Dutch,sentiment,Sentiment/Emotion,"Supervised: Machine Learning, Rule-based: Adjusted dictionary","Affective Norms for English Words (AFINN),Augmented General Inquirer4, dictionary from Hu and Liu, Loughran and McDonald Sentiment Word Lists",NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,The_van,10.1080/19312458.2020.1869198,Communication Methods and Measures,2021,3,b,"Table 3 demonstrates the correlations between the Dutch and English dictionaries applied in this
paper. The cell shading in the table indicates the strength of the correlation. Most correlations
between the tested Dutch dictionaries are weak to moderate, ranging from 0.00 (Pattern and NRC)
and 0.40 (Muddiman approach and NRC). The dictionaries’ correlation with the gold standard is
even lower – varying between 0.12 for Pattern and 0.33 for NRC.
Table 3 also shows the correlations among the English dictionaries – indicated by E in Table 3 –
and between the Dutch and English versions dictionaries. Again, the correlations with the gold
standard are low, varying between 0.11 for RID (Martindale, 1975, 1990) and 0.34 for both Hu and
Liu (2004) and the Lexicoder Sentiment Dictionary (LSD) of Young and Soroka (2012a, 2012b).
Interestingly, correlations between the English dictionaries are substantially higher than for the
Dutch dictionaries. It remains to be seen whether this is because the dictionaries we used are indeed
more similar, or whether the translation introduced artifacts.
Overall, this table shows that the various dictionaries all measure something else, and none of
them can be seen as a valid measurement of the sentiment as defined in our gold standard.",correlations between different dictionatries,External: Scores from other CATM,Yes
2022-11-28T10:50:36Z,"The Validity of Sentiment Analysis: Comparing Manual Annotation, Crowd-Coding, Dictionary Approaches, and Machine Learning Algorithms","van Atteveldt, Wouter; van der Velden, Mariken A. C. G.; Boukes, Mark","Yes, Continue with Coding",NA,Newspaper,Others,Dutch,sentiment,Sentiment/Emotion,"Supervised: Machine Learning, Rule-based: Adjusted dictionary","Affective Norms for English Words (AFINN),Augmented General Inquirer4, dictionary from Hu and Liu, Loughran and McDonald Sentiment Word Lists",NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,The_van,10.1080/19312458.2020.1869198,Communication Methods and Measures,2021,3,c,"Error analysis
We conducted an error analysis to improve our understanding of the mistakes made by the various
automatic methods.7 For the error analysis on the off-the-shelf dictionaries, we picked the NRC
dictionary, the best performing Dutch dictionary (by alpha) that also has an English translation.
Many of the mistakes made in the Dutch NRC dictionary are missed negations. For example
positively classifying the word groei (growth) in sentences like afnemende groei hypotheken (reduced
growth in mortgages) or matige groei (tepid growth) or negatively classifying the word crisis in
Cyprus heft laatste restricties op na crisis (Cyprus lifts last restrictions after the crisis). In addition, the
error analysis revealed clear mistakes, such as misclassifying the word beurs (stock exchange) as
positive.
The English NRC dictionary applied to headlines translated by deepl shows a similar pattern, with
the words job and savings being misclassified as positive in sentences such as Best Buy deletes 1500
jobs and 300 million in savings gone in one day. The same happened to negative words like crisis and
inflation. To better understand the role of translation, we then looked at the sentences that were
correctly classified in Dutch but missed by the translated version. An inspection of these (n= 54)
sentences suggests that, although some are translated a bit clumsily, this does not seem to be the
cause of the errors as the translation errors are more concerned with function words rather than the
sentiment carrying words (for example, 300 million in savings gone in one day was actually translated
as 300 million in savings in one day away). An interesting detail is that the word interest caused most
of the translated misclassifications as the English word interest is ambiguous between the supposedly neutral meaning of interest rate and the positive concept of being interested or interesting, while the
Dutch translation (rente) is not ambiguous.
For the error analysis of our machine learning approaches, we first look at Naive Bayes as that
method has the most interpretable feature weights. Interestingly, the words faillissement (bankruptcy)
and werkloosheid (unemployment) were positive features, presumably because these words
are often negated in the training documents. Being based on word frequencies (bag of words), Naive
Bayes also suffers from the same lack of context as the dictionaries, for example classifying the
sentences minder woningen onder water (fewer underwater mortgages) as negative based on negative
values for both fewer and underwater, even though the result of the former is actually to negate the
latter.
The convolutional neural network can take word context into account, but unfortunately the
more complex parameters are not easy to inspect manually. When inspecting the misclassified
sentences manually, however, it turns out to make some of the same mistakes as the other methods,
for example, classifying more bankruptcies as positive. For many other sentences it is less clear why
they are misclassified, although they do seem to have a large amount of rare or new words such as
Werkgevers torpederen caos (employers torpedo collective-bargaining-agreements), dubbelfout bij
crisistaks (double-error with crisis-tax) and Grieken zijn weer platzak (Greeks are stone-broke
again). Then again, all these words were in the word embeddings and most had sensible synonyms,
for example, listing werkgeversheffing (employer charge) and graaitax (grabber tax) as synonyms for
crisistaks, although caos was misclassified (presumably due to the failed lemmatization to the
singular form CAO) and dubbelfout (double error) was related mostly to tennis terms. Still, since
the close synonyms of these rare words are mostly rare words themselves, it is possible that even
though the embeddings vectors does words not in the training data to be used for classification, if the
words occur in too few contexts in the documents used for creating the embeddings they will still
cause difficulties for the algorithm.",error analysis,Content Validation,No
2022-11-29T15:42:09Z,"Channeling Hearts and Minds: Advocacy Organizations, Cognitive-Emotional Currents, and Public Conversation","Bail, Christopher A.; Brown, Taylor W.; Mann, Marcus","Yes, Continue with Coding",NA,Social Media: Facebook,English,NA,cognitive and emotional language,Sentiment/Emotion,Rule-based: Off-the-shelf dictionary,LIWC,NA,No,NA,NA,Yes,Yes,No,lukas.birkenmaier@outlook.de,"Channeling_Bail,",10.1177/0003122417733673,American Sociological Review,2017,2,a,"As
we describe in the online supplement, we
further validated the appropriateness of LIWC
for measuring cognitive and emotional conversational
styles by comparing its codes to
those of human coders.",hand-coding,External: Human Annotated Scores,NA
2022-11-29T15:42:09Z,"Channeling Hearts and Minds: Advocacy Organizations, Cognitive-Emotional Currents, and Public Conversation","Bail, Christopher A.; Brown, Taylor W.; Mann, Marcus","Yes, Continue with Coding",NA,Social Media: Facebook,English,NA,cognitive and emotional language,Sentiment/Emotion,Rule-based: Off-the-shelf dictionary,LIWC,NA,No,NA,NA,Yes,Yes,No,lukas.birkenmaier@outlook.de,"Channeling_Bail,",10.1177/0003122417733673,American Sociological Review,2017,2,b,"To further validate our findings, we also applied
Liu’s (2010) sentiment analysis detection algorithm
to our data. The correlation of the LIWC classification
of emotional texts in our data and the Liu
sentiment analysis method is .73 (p < .001). We
are unable to calculate Krippendorf’s alpha or",comparing it with other CTAM,External: Scores from other CATM,No
2022-11-30T11:21:27Z,Validating a sentiment dictionary for German political language—a workbench note,"Rauh, Christian","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,Others,German,sentiment,Sentiment/Emotion,Rule-based: Development dictionary,not named,NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Validating_Rauh,",10.1080/19331681.2018.1485608,Journal of Information Technology & Politics,2018,2,a,"So, how do the sentiment dictionaries fare in this
environment? Let us first look at the distributions of
scores in Figure 1. Two observations are particularly
noteworthy. First, the univariate distributions on the
diagonal of the figure are extremely ‘peaked’ with
much more observations at the zero points than a
normal distribution would suggest. This is most pro-
nounced for SentiWS which results in a score of 0 in
666 of the 1,500 sentences (44.4%). But while its spread
is visibly larger, the strong tendency toward suppo-
sedly neutral scores also holds for the considerablydictionary with its more enhanced negation control
improves this on a minor scale: 474 of the sampled
sentences (31.6%) are classified as neutral with regard
to expressed sentiment.The second key observation is that scores from
the three dictionaries are positively and robustly
correlated as the combination of the linear (solid
line) and the more flexible locally smoothed fit
(dashed line) in the lower panels shows. Framed
positively, this finding indicates that all three seem
to measure a similar construct and that even the
rather small SentiWS dictionary already offers a
pragmatic resource to tap into this concept.
Framed negatively, in this challenging sample of
small coding units, a significantly larger dictionary
size and an enhanced negation control do little to
improve the results.11 In the sample of 1,500 sen-
tences from plenary speech in the German
Bundestag, the more advanced dictionaries change
the sentiment judgment only for a few cases.",comparison with other dictionaires,External: Scores from other CATM,Yes
2022-11-30T11:21:27Z,Validating a sentiment dictionary for German political language—a workbench note,"Rauh, Christian","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,Others,German,sentiment,Sentiment/Emotion,Rule-based: Development dictionary,not named,NA,No,NA,NA,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Validating_Rauh,",10.1080/19331681.2018.1485608,Journal of Information Technology & Politics,2018,2,b,"With this in mind, I asked three human coders
to rate the 1,500 sampled sentences. The coders
were one female and two male political science
students, all German native speakers with no
prior experience in automated text analyses and
no specific information about the experiment’s
purposes. They accessed the individual sentences
in an author-written, browser-based survey tool
without further context (see screenshots in
Appendix A). It asked coders for the basic senti-
ment that they perceive in a given sentence, allow-
ing them to choose among ‘negative,’ ‘positive,’ or
‘neutral’ (with the latter option being the fallback
for possibly lazy coders). Each coder rated all 1,500
sentences. In order to avoid fatigue, the coders
could freely distribute the coding task along six
chunks of 250 sentences each over a time span of 3
days. Running order of the sentences was rando-
mized within and across these chunks to avoid
possible halo effects.","still counts as human coding, even tough the goal here is to stress that human coding is not without erros",External: Human Annotated Scores,No
2022-11-30T15:12:15Z,Positive sentiments as coping mechanisms and path to resilience: the case of Qatar blockade,"El-Masri, Mazen; Ramsay, Allan; Ahmed, Hanady Mansour; Ahmad, Tariq","Yes, Continue with Coding",NA,Social Media: Twitter,Others,Arabic,emotion,Sentiment/Emotion,Supervised: Machine Learning,Weighted Conditional Probability. SVM,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"Positive_El-Masri,",10.1080/1369118X.2020.1748086,"Information, Communication & Society",2021,2,a,"To validate the results, we looked for spikes in positive sentiments and we mapped them to
the most relevant news on Qatar of that day. In order to identify the most relevant news,
we looked at google news (news.google.com) and used google sorting feature to identifythe most important blockade event of the day based on news relevance. We also used Alja-
zeera’s dedicated page on events related to the blockade to identify the main events of the
day. Our results showed that the spikes in sentiments that our algorithm identiﬁed from
the collected tweets corresponded to signiﬁcant blockade-related events, simultaneously
conﬁrming that the results obtained by controlled testing in the SemEval experiments
transfer eﬀectively to real world scenarios and allowing us to probe the way that people
reacted to these events.",face validity,Content Validation,Yes
2022-11-30T15:12:15Z,Positive sentiments as coping mechanisms and path to resilience: the case of Qatar blockade,"El-Masri, Mazen; Ramsay, Allan; Ahmed, Hanady Mansour; Ahmad, Tariq","Yes, Continue with Coding",NA,Social Media: Twitter,Others,Arabic,emotion,Sentiment/Emotion,Supervised: Machine Learning,Weighted Conditional Probability. SVM,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"Positive_El-Masri,",10.1080/1369118X.2020.1748086,"Information, Communication & Society",2021,2,b,"In order to ensure that the sentiments that Qatari residents exhib-
ited during these periods were indeed related to the blockade, we extracted a random sub-
set of 10% of the sentimental tweets of the events’ dates and the two following days and
asked two university students to label them as either blockade-related or not. The result
of this qualitative analysis revealed that the majority (approximately 89%) of the analysed
tweets were related to the blockade. We also evaluated the consistency of the labelling that
was conducted by the two students using the inter-observer agreement Kappa measure
(see Landis & Koch, 1977). The Kappa value was 0.96 indicating a high level of labelling
consistency as per Landis and Koch (1977).",qualitative coding,External: Human Annotated Scores,No
